552784600502915072 [0, 'non-rumours', 'charliehebdo']
544403765575839744 [0, 'non-rumours', 'sydneysiege']
544404072179060736 [0, 'non-rumours', 'sydneysiege']
544404673357021184 [0, 'non-rumours', 'sydneysiege']
544404937380093952 [0, 'non-rumours', 'sydneysiege']
544405761925738496 [0, 'non-rumours', 'sydneysiege']
544406212461473792 [0, 'non-rumours', 'sydneysiege']
544406288231174144 [0, 'non-rumours', 'sydneysiege']
544406665223999488 [0, 'non-rumours', 'sydneysiege']
544406832073416704 [0, 'non-rumours', 'sydneysiege']
544406902990323712 [0, 'non-rumours', 'sydneysiege']
544406931897479168 [0, 'non-rumours', 'sydneysiege']
544407393451646976 [0, 'non-rumours', 'sydneysiege']
544408293192368128 [0, 'non-rumours', 'sydneysiege']
544408991649251329 [0, 'non-rumours', 'sydneysiege']
544409400941625344 [0, 'non-rumours', 'sydneysiege']
544409532324413440 [0, 'non-rumours', 'sydneysiege']
544409869990633473 [0, 'non-rumours', 'sydneysiege']
544410050572582912 [0, 'non-rumours', 'sydneysiege']
544410079043551232 [0, 'non-rumours', 'sydneysiege']
544410806167678976 [0, 'non-rumours', 'sydneysiege']
544410895602839552 [0, 'non-rumours', 'sydneysiege']
544410900854091776 [0, 'non-rumours', 'sydneysiege']
544410907204259840 [0, 'non-rumours', 'sydneysiege']
544411561205301248 [0, 'non-rumours', 'sydneysiege']
544411992279093248 [0, 'non-rumours', 'sydneysiege']
544412083714928640 [0, 'non-rumours', 'sydneysiege']
544412767240085504 [0, 'non-rumours', 'sydneysiege']
544413195884974080 [0, 'non-rumours', 'sydneysiege']
544414028752121856 [0, 'non-rumours', 'sydneysiege']
544414430025371649 [0, 'non-rumours', 'sydneysiege']
544414634308939776 [0, 'non-rumours', 'sydneysiege']
544414686935285760 [0, 'non-rumours', 'sydneysiege']
544415105358643200 [0, 'non-rumours', 'sydneysiege']
544415156659175424 [0, 'non-rumours', 'sydneysiege']
544415318345396224 [0, 'non-rumours', 'sydneysiege']
544415425140776961 [0, 'non-rumours', 'sydneysiege']
544415616753745920 [0, 'non-rumours', 'sydneysiege']
544415816851021824 [0, 'non-rumours', 'sydneysiege']
544416309266898944 [0, 'non-rumours', 'sydneysiege']
544416436374892544 [0, 'non-rumours', 'sydneysiege']
544416582256967680 [0, 'non-rumours', 'sydneysiege']
544416818711252992 [0, 'non-rumours', 'sydneysiege']
544416937178976256 [0, 'non-rumours', 'sydneysiege']
544416939867529216 [0, 'non-rumours', 'sydneysiege']
544417650680823808 [0, 'non-rumours', 'sydneysiege']
544417680284192768 [0, 'non-rumours', 'sydneysiege']
544418204508893184 [0, 'non-rumours', 'sydneysiege']
544419008615702528 [0, 'non-rumours', 'sydneysiege']
544419029905985536 [0, 'non-rumours', 'sydneysiege']
544419162001383424 [0, 'non-rumours', 'sydneysiege']
544419416578850818 [0, 'non-rumours', 'sydneysiege']
544419497667751937 [0, 'non-rumours', 'sydneysiege']
544419788739461121 [0, 'non-rumours', 'sydneysiege']
544420067774316544 [0, 'non-rumours', 'sydneysiege']
544420349052342272 [0, 'non-rumours', 'sydneysiege']
544420375224791040 [0, 'non-rumours', 'sydneysiege']
544420376424353792 [0, 'non-rumours', 'sydneysiege']
544420432099545089 [0, 'non-rumours', 'sydneysiege']
544420963429797889 [0, 'non-rumours', 'sydneysiege']
544421207115051008 [0, 'non-rumours', 'sydneysiege']
544421245698056194 [0, 'non-rumours', 'sydneysiege']
544421653128556544 [0, 'non-rumours', 'sydneysiege']
544422134127525888 [0, 'non-rumours', 'sydneysiege']
544423787949600768 [0, 'non-rumours', 'sydneysiege']
544423869981802496 [0, 'non-rumours', 'sydneysiege']
544424261163569152 [0, 'non-rumours', 'sydneysiege']
544425457471725568 [0, 'non-rumours', 'sydneysiege']
544425492971941888 [0, 'non-rumours', 'sydneysiege']
544425494763302913 [0, 'non-rumours', 'sydneysiege']
544426163964096513 [0, 'non-rumours', 'sydneysiege']
544426421331169280 [0, 'non-rumours', 'sydneysiege']
544426670095368192 [0, 'non-rumours', 'sydneysiege']
544427042616254465 [0, 'non-rumours', 'sydneysiege']
544427133398175744 [0, 'non-rumours', 'sydneysiege']
544427216516698113 [0, 'non-rumours', 'sydneysiege']
544427255439425536 [0, 'non-rumours', 'sydneysiege']
544427333969805312 [0, 'non-rumours', 'sydneysiege']
544427461136502784 [0, 'non-rumours', 'sydneysiege']
544427543336464384 [0, 'non-rumours', 'sydneysiege']
544427753785659393 [0, 'non-rumours', 'sydneysiege']
544427938372792321 [0, 'non-rumours', 'sydneysiege']
544428008258297856 [0, 'non-rumours', 'sydneysiege']
544428082749132800 [0, 'non-rumours', 'sydneysiege']
544428261602623488 [0, 'non-rumours', 'sydneysiege']
544428943080951808 [0, 'non-rumours', 'sydneysiege']
544429185255481344 [0, 'non-rumours', 'sydneysiege']
544429350376861696 [0, 'non-rumours', 'sydneysiege']
544429467968339970 [0, 'non-rumours', 'sydneysiege']
544429514525507585 [0, 'non-rumours', 'sydneysiege']
544429942323167233 [0, 'non-rumours', 'sydneysiege']
544430900235075584 [0, 'non-rumours', 'sydneysiege']
544430910511140865 [0, 'non-rumours', 'sydneysiege']
544431559320014848 [0, 'non-rumours', 'sydneysiege']
544432190281359360 [0, 'non-rumours', 'sydneysiege']
544432661419155456 [0, 'non-rumours', 'sydneysiege']
544432946841538560 [0, 'non-rumours', 'sydneysiege']
544433367765110784 [0, 'non-rumours', 'sydneysiege']
544434192478519297 [0, 'non-rumours', 'sydneysiege']
544434195469045761 [0, 'non-rumours', 'sydneysiege']
544434450918932480 [0, 'non-rumours', 'sydneysiege']
544434475807936512 [0, 'non-rumours', 'sydneysiege']
544434964985421824 [0, 'non-rumours', 'sydneysiege']
544435023282470912 [0, 'non-rumours', 'sydneysiege']
544435030127161344 [0, 'non-rumours', 'sydneysiege']
544435176479027200 [0, 'non-rumours', 'sydneysiege']
544435685864660992 [0, 'non-rumours', 'sydneysiege']
544435708299972608 [0, 'non-rumours', 'sydneysiege']
544435863946416129 [0, 'non-rumours', 'sydneysiege']
544436172999495680 [0, 'non-rumours', 'sydneysiege']
544436279442546688 [0, 'non-rumours', 'sydneysiege']
544436330856329216 [0, 'non-rumours', 'sydneysiege']
544436666661085184 [0, 'non-rumours', 'sydneysiege']
544436750097973250 [0, 'non-rumours', 'sydneysiege']
544437117963616256 [0, 'non-rumours', 'sydneysiege']
544437156505067520 [0, 'non-rumours', 'sydneysiege']
544437375003131904 [0, 'non-rumours', 'sydneysiege']
544437798426509312 [0, 'non-rumours', 'sydneysiege']
544438309267578880 [0, 'non-rumours', 'sydneysiege']
544438499642847232 [0, 'non-rumours', 'sydneysiege']
544438653410639872 [0, 'non-rumours', 'sydneysiege']
544439077756755969 [0, 'non-rumours', 'sydneysiege']
544439380329644032 [0, 'non-rumours', 'sydneysiege']
544439521236893696 [0, 'non-rumours', 'sydneysiege']
544439832466817024 [0, 'non-rumours', 'sydneysiege']
544440498594017280 [0, 'non-rumours', 'sydneysiege']
544440724192628736 [0, 'non-rumours', 'sydneysiege']
544440749387808768 [0, 'non-rumours', 'sydneysiege']
544441034948636672 [0, 'non-rumours', 'sydneysiege']
544442068639416320 [0, 'non-rumours', 'sydneysiege']
544442206832963584 [0, 'non-rumours', 'sydneysiege']
544442448965947392 [0, 'non-rumours', 'sydneysiege']
544442676410867712 [0, 'non-rumours', 'sydneysiege']
544443154964152320 [0, 'non-rumours', 'sydneysiege']
544443259804598272 [0, 'non-rumours', 'sydneysiege']
544443266926931968 [0, 'non-rumours', 'sydneysiege']
544443377643954176 [0, 'non-rumours', 'sydneysiege']
544443959662358528 [0, 'non-rumours', 'sydneysiege']
544444021066563584 [0, 'non-rumours', 'sydneysiege']
544444148234076160 [0, 'non-rumours', 'sydneysiege']
544444189078208512 [0, 'non-rumours', 'sydneysiege']
544444261027299328 [0, 'non-rumours', 'sydneysiege']
544444409769512960 [0, 'non-rumours', 'sydneysiege']
544444539092488192 [0, 'non-rumours', 'sydneysiege']
544444661859749890 [0, 'non-rumours', 'sydneysiege']
544445607717261314 [0, 'non-rumours', 'sydneysiege']
544446269968908289 [0, 'non-rumours', 'sydneysiege']
544446667312091136 [0, 'non-rumours', 'sydneysiege']
544446973667860480 [0, 'non-rumours', 'sydneysiege']
544447054034919424 [0, 'non-rumours', 'sydneysiege']
544447757860483072 [0, 'non-rumours', 'sydneysiege']
544447768354639872 [0, 'non-rumours', 'sydneysiege']
544448652886818816 [0, 'non-rumours', 'sydneysiege']
544448991518130176 [0, 'non-rumours', 'sydneysiege']
544449039433883650 [0, 'non-rumours', 'sydneysiege']
544449562552045568 [0, 'non-rumours', 'sydneysiege']
544449632131375104 [0, 'non-rumours', 'sydneysiege']
544450135988899840 [0, 'non-rumours', 'sydneysiege']
544450560460480512 [0, 'non-rumours', 'sydneysiege']
544450580367024128 [0, 'non-rumours', 'sydneysiege']
544450710926934017 [0, 'non-rumours', 'sydneysiege']
544451041396531200 [0, 'non-rumours', 'sydneysiege']
544451052679204864 [0, 'non-rumours', 'sydneysiege']
544452087468150784 [0, 'non-rumours', 'sydneysiege']
544452299641192448 [0, 'non-rumours', 'sydneysiege']
544452969702236161 [0, 'non-rumours', 'sydneysiege']
544453205682556928 [0, 'non-rumours', 'sydneysiege']
544453251068743681 [0, 'non-rumours', 'sydneysiege']
544453564718804992 [0, 'non-rumours', 'sydneysiege']
544455370476109824 [0, 'non-rumours', 'sydneysiege']
544455530756841474 [0, 'non-rumours', 'sydneysiege']
544456216907636736 [0, 'non-rumours', 'sydneysiege']
544457324211879937 [0, 'non-rumours', 'sydneysiege']
544457877688430593 [0, 'non-rumours', 'sydneysiege']
544457904422531072 [0, 'non-rumours', 'sydneysiege']
544458083129229312 [0, 'non-rumours', 'sydneysiege']
544458427263512576 [0, 'non-rumours', 'sydneysiege']
544458445764968448 [0, 'non-rumours', 'sydneysiege']
544458458527834112 [0, 'non-rumours', 'sydneysiege']
544458558432350208 [0, 'non-rumours', 'sydneysiege']
544459137674125312 [0, 'non-rumours', 'sydneysiege']
544459333983948800 [0, 'non-rumours', 'sydneysiege']
544459726948286464 [0, 'non-rumours', 'sydneysiege']
544459882075017216 [0, 'non-rumours', 'sydneysiege']
544459886365376515 [0, 'non-rumours', 'sydneysiege']
544460097146331136 [0, 'non-rumours', 'sydneysiege']
544461231549992962 [0, 'non-rumours', 'sydneysiege']
544461661055098881 [0, 'non-rumours', 'sydneysiege']
544461947882586112 [0, 'non-rumours', 'sydneysiege']
544462438310375425 [0, 'non-rumours', 'sydneysiege']
544462825952133121 [0, 'non-rumours', 'sydneysiege']
544462911729455104 [0, 'non-rumours', 'sydneysiege']
544462918465503233 [0, 'non-rumours', 'sydneysiege']
544463189447294976 [0, 'non-rumours', 'sydneysiege']
544463201875025921 [0, 'non-rumours', 'sydneysiege']
544463701030354944 [0, 'non-rumours', 'sydneysiege']
544463778780557312 [0, 'non-rumours', 'sydneysiege']
544464445787750401 [0, 'non-rumours', 'sydneysiege']
544464695646617600 [0, 'non-rumours', 'sydneysiege']
544464731449196544 [0, 'non-rumours', 'sydneysiege']
544464812621578243 [0, 'non-rumours', 'sydneysiege']
544465040666288129 [0, 'non-rumours', 'sydneysiege']
544465862942797825 [0, 'non-rumours', 'sydneysiege']
544465890218369024 [0, 'non-rumours', 'sydneysiege']
544465934149513216 [0, 'non-rumours', 'sydneysiege']
544466608450580481 [0, 'non-rumours', 'sydneysiege']
544466903364673536 [0, 'non-rumours', 'sydneysiege']
544466920880492544 [0, 'non-rumours', 'sydneysiege']
544467005655748608 [0, 'non-rumours', 'sydneysiege']
544467299218886656 [0, 'non-rumours', 'sydneysiege']
544467710923395073 [0, 'non-rumours', 'sydneysiege']
544467822168920064 [0, 'non-rumours', 'sydneysiege']
544467919003213824 [0, 'non-rumours', 'sydneysiege']
544468178961592321 [0, 'non-rumours', 'sydneysiege']
544468997916614656 [0, 'non-rumours', 'sydneysiege']
544469609433563136 [0, 'non-rumours', 'sydneysiege']
544469768745398272 [0, 'non-rumours', 'sydneysiege']
544470398881259520 [0, 'non-rumours', 'sydneysiege']
544470708093747202 [0, 'non-rumours', 'sydneysiege']
544470843997564928 [0, 'non-rumours', 'sydneysiege']
544470979842281472 [0, 'non-rumours', 'sydneysiege']
544471218951581696 [0, 'non-rumours', 'sydneysiege']
544472530921480192 [0, 'non-rumours', 'sydneysiege']
544472595140063232 [0, 'non-rumours', 'sydneysiege']
544472800379940864 [0, 'non-rumours', 'sydneysiege']
544473507594113024 [0, 'non-rumours', 'sydneysiege']
544474138287812608 [0, 'non-rumours', 'sydneysiege']
544474153646956547 [0, 'non-rumours', 'sydneysiege']
544474960602083328 [0, 'non-rumours', 'sydneysiege']
544475686740967424 [0, 'non-rumours', 'sydneysiege']
544475892685099008 [0, 'non-rumours', 'sydneysiege']
544475905926524928 [0, 'non-rumours', 'sydneysiege']
544476492281827328 [0, 'non-rumours', 'sydneysiege']
544476533302505472 [0, 'non-rumours', 'sydneysiege']
544476597512699904 [0, 'non-rumours', 'sydneysiege']
544477019472289792 [0, 'non-rumours', 'sydneysiege']
544477048048082945 [0, 'non-rumours', 'sydneysiege']
544477097016578048 [0, 'non-rumours', 'sydneysiege']
544477404342018048 [0, 'non-rumours', 'sydneysiege']
544477802255630336 [0, 'non-rumours', 'sydneysiege']
544477834396577793 [0, 'non-rumours', 'sydneysiege']
544478071340806146 [0, 'non-rumours', 'sydneysiege']
544478625383608320 [0, 'non-rumours', 'sydneysiege']
544479045149130753 [0, 'non-rumours', 'sydneysiege']
544480083982168064 [0, 'non-rumours', 'sydneysiege']
544480905532669952 [0, 'non-rumours', 'sydneysiege']
544480936960606210 [0, 'non-rumours', 'sydneysiege']
544482233038286848 [0, 'non-rumours', 'sydneysiege']
544482559900393472 [0, 'non-rumours', 'sydneysiege']
544482664515121153 [0, 'non-rumours', 'sydneysiege']
544482745637158912 [0, 'non-rumours', 'sydneysiege']
544483003758419969 [0, 'non-rumours', 'sydneysiege']
544483404528775168 [0, 'non-rumours', 'sydneysiege']
544483913830531073 [0, 'non-rumours', 'sydneysiege']
544483951524737024 [0, 'non-rumours', 'sydneysiege']
544484477930467328 [0, 'non-rumours', 'sydneysiege']
544484515742482432 [0, 'non-rumours', 'sydneysiege']
544484918567239681 [0, 'non-rumours', 'sydneysiege']
544486142763347969 [0, 'non-rumours', 'sydneysiege']
544486187478433793 [0, 'non-rumours', 'sydneysiege']
544487291465392128 [0, 'non-rumours', 'sydneysiege']
544487556700598272 [0, 'non-rumours', 'sydneysiege']
544487579048222721 [0, 'non-rumours', 'sydneysiege']
544487672145018880 [0, 'non-rumours', 'sydneysiege']
544488899100147713 [0, 'non-rumours', 'sydneysiege']
544489539348471808 [0, 'non-rumours', 'sydneysiege']
544490976253726720 [0, 'non-rumours', 'sydneysiege']
544492372088717312 [0, 'non-rumours', 'sydneysiege']
544492465185898496 [0, 'non-rumours', 'sydneysiege']
544492614838673408 [0, 'non-rumours', 'sydneysiege']
544492919567417344 [0, 'non-rumours', 'sydneysiege']
544493536771854336 [0, 'non-rumours', 'sydneysiege']
544494058287423489 [0, 'non-rumours', 'sydneysiege']
544494273924562944 [0, 'non-rumours', 'sydneysiege']
544494312206000128 [0, 'non-rumours', 'sydneysiege']
544494408515608576 [0, 'non-rumours', 'sydneysiege']
544494652418949120 [0, 'non-rumours', 'sydneysiege']
544494721872433152 [0, 'non-rumours', 'sydneysiege']
544494787168972800 [0, 'non-rumours', 'sydneysiege']
544495066258362368 [0, 'non-rumours', 'sydneysiege']
544495155198181376 [0, 'non-rumours', 'sydneysiege']
544495167836016640 [0, 'non-rumours', 'sydneysiege']
544495240640757760 [0, 'non-rumours', 'sydneysiege']
544495359800930304 [0, 'non-rumours', 'sydneysiege']
544495737770618880 [0, 'non-rumours', 'sydneysiege']
544495975083941889 [0, 'non-rumours', 'sydneysiege']
544496062321664001 [0, 'non-rumours', 'sydneysiege']
544496602262806528 [0, 'non-rumours', 'sydneysiege']
544496648445890561 [0, 'non-rumours', 'sydneysiege']
544497137221136384 [0, 'non-rumours', 'sydneysiege']
544497191155290112 [0, 'non-rumours', 'sydneysiege']
544497307933474816 [0, 'non-rumours', 'sydneysiege']
544497405237161984 [0, 'non-rumours', 'sydneysiege']
544499381731622912 [0, 'non-rumours', 'sydneysiege']
544499449645768706 [0, 'non-rumours', 'sydneysiege']
544499780479893504 [0, 'non-rumours', 'sydneysiege']
544499892010635264 [0, 'non-rumours', 'sydneysiege']
544499931101548544 [0, 'non-rumours', 'sydneysiege']
544500288183607296 [0, 'non-rumours', 'sydneysiege']
544500527720325120 [0, 'non-rumours', 'sydneysiege']
544500883963518976 [0, 'non-rumours', 'sydneysiege']
544501464849059840 [0, 'non-rumours', 'sydneysiege']
544502782267752449 [0, 'non-rumours', 'sydneysiege']
544503217107648513 [0, 'non-rumours', 'sydneysiege']
544503425082613761 [0, 'non-rumours', 'sydneysiege']
544503881527742464 [0, 'non-rumours', 'sydneysiege']
544504859290906624 [0, 'non-rumours', 'sydneysiege']
544504889746149377 [0, 'non-rumours', 'sydneysiege']
544504954334224384 [0, 'non-rumours', 'sydneysiege']
544505129810944001 [0, 'non-rumours', 'sydneysiege']
544505447911149569 [0, 'non-rumours', 'sydneysiege']
544506347438735361 [0, 'non-rumours', 'sydneysiege']
544506443626741762 [0, 'non-rumours', 'sydneysiege']
544506628239028224 [0, 'non-rumours', 'sydneysiege']
544506678922977280 [0, 'non-rumours', 'sydneysiege']
544508035113439232 [0, 'non-rumours', 'sydneysiege']
544508313220567041 [0, 'non-rumours', 'sydneysiege']
544508543152304128 [0, 'non-rumours', 'sydneysiege']
544508725420380160 [0, 'non-rumours', 'sydneysiege']
544509652390924290 [0, 'non-rumours', 'sydneysiege']
544510784366080000 [0, 'non-rumours', 'sydneysiege']
544511391349354496 [0, 'non-rumours', 'sydneysiege']
544512078518968320 [0, 'non-rumours', 'sydneysiege']
544512465099587584 [0, 'non-rumours', 'sydneysiege']
544512867144192000 [0, 'non-rumours', 'sydneysiege']
544513035118075904 [0, 'non-rumours', 'sydneysiege']
544513199375384576 [0, 'non-rumours', 'sydneysiege']
544513407400304640 [0, 'non-rumours', 'sydneysiege']
544513510450155520 [0, 'non-rumours', 'sydneysiege']
544514249356484608 [0, 'non-rumours', 'sydneysiege']
544514782456729600 [0, 'non-rumours', 'sydneysiege']
544514988078280704 [0, 'non-rumours', 'sydneysiege']
544515072203444224 [0, 'non-rumours', 'sydneysiege']
544515174376701952 [0, 'non-rumours', 'sydneysiege']
544515215576948736 [0, 'non-rumours', 'sydneysiege']
544515489016594432 [0, 'non-rumours', 'sydneysiege']
544515517546254338 [0, 'non-rumours', 'sydneysiege']
544515546633355264 [0, 'non-rumours', 'sydneysiege']
544515665319976960 [0, 'non-rumours', 'sydneysiege']
544515671347200001 [0, 'non-rumours', 'sydneysiege']
544515781367582720 [0, 'non-rumours', 'sydneysiege']
544515971637968898 [0, 'non-rumours', 'sydneysiege']
544516142983684097 [0, 'non-rumours', 'sydneysiege']
544516164333080577 [0, 'non-rumours', 'sydneysiege']
